clinical_item_id,name,base_name
71869,9078R(Result),9078R
71763,9080R(Result),9080R
71656,9081R(Result),9081R
71655,9082R(Result),9082R
71653,9083R(Result),9083R
72989,9084R(Result),9084R
73174,9085R(High),9085R
71652,9085R(InRange),9085R
72988,9087R(Result),9087R
72987,9088R(Result),9088R
73173,9089R(High),9089R
72986,9089R(InRange),9089R
73235,9091R(Result),9091R
73411,9092R(Result),9092R
73234,9093R(InRange),9093R
73663,9099R(Result),9099R
71650,9100R(Result),9100R
71649,9101R(Result),9101R
72211,9102R(Result),9102R
72210,9103R(Result),9103R
72208,9104R(Result),9104R
73518,9105R(Result),9105R
73372,9106R(High),9106R
72207,9106R(InRange),9106R
73085,9108R(Result),9108R
73492,9109R(Result),9109R
73371,9110R(High),9110R
73084,9110R(InRange),9110R
73290,9112R(Result),9112R
73491,9113R(Result),9113R
73289,9114R(InRange),9114R
73050,9120R(Result),9120R
72205,9121R(Result),9121R
72204,9122R(Result),9122R
72150,9123R(Result),9123R
72149,9124R(Result),9124R
72148,9125R(Result),9125R
72147,9126R(Result),9126R
72146,9127R(Result),9127R
72145,9128R(Result),9128R
72144,9129R(Result),9129R
72143,9130R(Result),9130R
73370,9131R(Result),9131R
73125,9132R(High),9132R
72142,9132R(InRange),9132R
72141,9134R(Result),9134R
72140,9135R(Result),9135R
73206,9136R(Result),9136R
73266,9137R(High),9137R
72139,9137R(InRange),9137R
72138,9139R(Result),9139R
73079,9140R(Result),9140R
73205,9141R(Result),9141R
73698,9142R(High),9142R
73078,9142R(InRange),9142R
73077,9144R(Result),9144R
72137,9151R(Result),9151R
72136,9152R(Result),9152R
72243,9153R(Result),9153R
72242,9154R(Result),9154R
72241,9155R(Result),9155R
72240,9156R(Result),9156R
72239,9157R(Result),9157R
72238,9158R(Result),9158R
72253,9159R(Result),9159R
72252,9160R(Result),9160R
73345,9161R(Result),9161R
73344,9162R(High),9162R
72251,9162R(InRange),9162R
72250,9164R(Result),9164R
72249,9165R(Result),9165R
73343,9166R(Result),9166R
73496,9167R(High),9167R
72248,9167R(InRange),9167R
72247,9169R(Result),9169R
73216,9170R(Result),9170R
73352,9171R(Result),9171R
73583,9172R(High),9172R
73218,9172R(InRange),9172R
73217,9174R(Result),9174R
72246,9181R(Result),9181R
72245,9182R(Result),9182R
72244,9183R(Result),9183R
73271,9184R(Result),9184R
73270,9185R(Result),9185R
73283,9186R(Result),9186R
73282,9187R(Result),9187R
73281,9188R(Result),9188R
73280,9189R(Result),9189R
73279,9190R(Result),9190R
73278,9191R(Result),9191R
73286,9192R(Result),9192R
73277,9193R(Result),9193R
73276,9194R(Result),9194R
73275,9195R(Result),9195R
73285,9196R(Result),9196R
73274,9197R(Result),9197R
73273,9198R(Result),9198R
73394,9199R(Result),9199R
73393,9200R(Result),9200R
73392,9201R(Result),9201R
73391,9202R(Result),9202R
73284,9207R(Result),9207R
73272,9209R(Result),9209R
72967,9210R(Result),9210R
72966,9211R(Result),9211R
72968,9212R(Result),9212R
72983,9213R(Result),9213R
72982,9214R(Result),9214R
72981,9215R(Result),9215R
72980,9216R(Result),9216R
72979,9217R(Result),9217R
73065,9218R(Result),9218R
72978,9219R(Result),9219R
72974,9220R(Result),9220R
72973,9221R(Result),9221R
73064,9222R(Result),9222R
72972,9223R(Result),9223R
72977,9224R(Result),9224R
73639,9225R(Result),9225R
73638,9226R(Result),9226R
73675,9227R(Result),9227R
73674,9228R(Result),9228R
72976,9233R(Result),9233R
72975,9235R(Result),9235R
71587,9244R(Result),9244R
71588,9245R(Result),9245R
71586,9246R(Result),9246R
71916,9247R(Result),9247R
71595,9248R(Result),9248R
71585,9249R(Result),9249R
71584,9250R(Result),9250R
71597,9251R(Result),9251R
71594,9254R(Result),9254R
71593,9255R(Result),9255R
72020,9256R(Result),9256R
71591,9257R(Result),9257R
71590,9258R(Result),9258R
72019,9259R(Result),9259R
71917,9260R(Result),9260R
71589,9261R(Result),9261R
71581,9262R(Result),9262R
71832,9263R(Result),9263R
71913,9264R(Result),9264R
71830,9265R(Result),9265R
71831,9266R(Result),9266R
71837,9271R(Result),9271R
71835,9274R(Result),9274R
71834,9275R(Result),9275R
71844,9276R(Result),9276R
72396,9277R(Result),9277R
72395,9278R(Result),9278R
72489,9279R(Result),9279R
72488,9280R(Result),9280R
72394,9281R(Result),9281R
71828,9282R(Result),9282R
73240,9329R(Result),9329R
73239,9330R(Result),9330R
73252,9331R(Result),9331R
73251,9332R(Result),9332R
73369,9333R(Result),9333R
73249,9334R(Result),9334R
73248,9335R(Result),9335R
73368,9336R(Result),9336R
73247,9338R(Result),9338R
73245,9339R(Result),9339R
73244,9340R(Result),9340R
73243,9341R(Result),9341R
73711,9342R(Result),9342R
73242,9343R(Result),9343R
73366,9344R(Result),9344R
73241,9345R(Result),9345R
73236,9346R(Result),9346R
73454,9347R(Result),9347R
73453,9348R(Result),9348R
73788,9349R(Result),9349R
71829,9350R(Result),9350R
73238,9351R(Result),9351R
73464,9352R(Result),9352R
73463,9353R(Result),9353R
73787,9354R(Result),9354R
73462,9360R(Result),9360R
73617,9361R(Result),9361R
73460,9362R(Result),9362R
73452,9363R(Result),9363R
73099,9364R(Result),9364R
73459,9365R(Result),9365R
73458,9366R(Result),9366R
73790,9367R(Result),9367R
71858,9368R(Result),9368R
72121,9369R(Result),9369R
73457,9373R(Result),9373R
73616,9374R(Result),9374R
73455,9375R(Result),9375R
73450,9376R(Result),9376R
73101,9377R(Result),9377R
73100,9378R(Result),9378R
73113,9382R(Result),9382R
73112,9383R(Result),9383R
73111,9384R(Result),9384R
73110,9390R(Result),9390R
73255,9391R(Result),9391R
73108,9392R(Result),9392R
73107,9395R(Result),9395R
73106,9396R(Result),9396R
73105,9397R(Result),9397R
73104,9403R(Result),9403R
73254,9404R(Result),9404R
73102,9405R(Result),9405R
73097,9406R(Result),9406R
71860,9407R(Result),9407R
71859,9408R(Result),9408R
71853,9411R(Result),9411R
71852,9412R(Result),9412R
71851,9413R(Result),9413R
72361,9414R(Result),9414R
72822,9415R(Result),9415R
72360,9419R(Result),9419R
72197,9420R(Result),9420R
71865,9421R(Result),9421R
72810,9422R(Result),9422R
72808,9423R(Result),9423R
71864,9424R(Result),9424R
71863,9425R(Result),9425R
71862,9426R(Result),9426R
72862,9432R(Result),9432R
72196,9433R(Result),9433R
71861,9434R(Result),9434R
71856,9435R(Result),9435R
72123,9436R(Result),9436R
72122,9437R(Result),9437R
72134,9440R(Result),9440R
72133,9441R(Result),9441R
72535,9442R(Result),9442R
71785,9448R(Result),9448R
73155,9449R(Result),9449R
72132,9450R(Result),9450R
72128,9451R(Result),9451R
72127,9454R(Result),9454R
72126,9455R(Result),9455R
72809,9456R(Result),9456R
71654,9462R(Result),9462R
73029,9463R(Result),9463R
72125,9464R(Result),9464R
72124,9465R(Result),9465R
72119,9466R(Result),9466R
71937,9467R(Result),9467R
71936,9468R(Result),9468R
71935,9470R(Result),9470R
72046,9471R(Result),9471R
71934,9472R(Result),9472R
71933,9473R(Result),9473R
71932,9474R(Result),9474R
71930,9475R(Result),9475R
71929,9476R(Result),9476R
71928,9477R(Result),9477R
71927,9478R(Result),9478R
72721,9479R(Result),9479R
72720,9480R(Result),9480R
72719,9481R(Result),9481R
72718,9482R(Result),9482R
72717,9483R(Result),9483R
72716,9484R(Result),9484R
72715,9485R(Result),9485R
72714,9486R(Result),9486R
73387,9487R(Result),9487R
71975,9495R(InRange),9495R
72837,9495R(Low),9495R
72045,9496R(InRange),9496R
71974,9496R(Low),9496R
71973,9500R(InRange),9500R
72044,9501R(InRange),9501R
71972,9501R(Low),9501R
72043,9507R(InRange),9507R
71971,9507R(Low),9507R
71926,9518R(InRange),9518R
71925,9519R(InRange),9519R
73682,9519R(Low),9519R
72037,9521R(InRange),9521R
71924,9521R(Low),9521R
72036,9522R(InRange),9522R
71923,9522R(Low),9522R
72035,9529R(InRange),9529R
71922,9529R(Low),9529R
72836,9535R(High),9535R
71970,9535R(InRange),9535R
71969,9536R(High),9536R
72042,9536R(InRange),9536R
72835,9540R(High),9540R
71968,9540R(InRange),9540R
71967,9541R(High),9541R
72375,9541R(InRange),9541R
71966,9547R(High),9547R
72041,9547R(InRange),9547R
71944,9558R(InRange),9558R
73681,9559R(High),9559R
71943,9559R(InRange),9559R
71942,9561R(High),9561R
72034,9561R(InRange),9561R
71941,9562R(High),9562R
72033,9562R(InRange),9562R
71940,9569R(High),9569R
72032,9569R(InRange),9569R
72118,9574R(Result),9574R
71939,9575R(Result),9575R
71938,9576R(Result),9576R
73427,9582R(Result),9582R
71592,9583R(Result),9583R
72094,9584R(Result),9584R
71833,9585R(Result),9585R
73367,9586R(Result),9586R
73246,9587R(Result),9587R
71651,9595R(Result),9595R
72985,9596R(Result),9596R
73233,9597R(Result),9597R
72209,9599R(Result),9599R
72206,9600R(Result),9600R
73083,9601R(Result),9601R
73288,9602R(Result),9602R
71596,9604R(Result),9604R
71836,9605R(Result),9605R
73250,9606R(Result),9606R
73465,9607R(Result),9607R
73114,9608R(Result),9608R
71855,9609R(Result),9609R
72129,9610R(Result),9610R
71931,9611R(Result),9611R
73449,9618R(Result),9618R
73448,9619R(Result),9619R
73447,9620R(Result),9620R
73446,9621R(Result),9621R
73118,9622R(Result),9622R
73117,9623R(Result),9623R
73116,9624R(Result),9624R
73115,9625R(Result),9625R
71850,9626R(Result),9626R
72198,9627R(Result),9627R
72362,9628R(Result),9628R
72863,9629R(Result),9629R
71854,9630R(Result),9630R
72131,9631R(Result),9631R
72130,9632R(Result),9632R
73031,9633R(Result),9633R
73030,9634R(Result),9634R
71945,9636R(Result),9636R
71583,9650R(Result),9650R
71582,9651R(Result),9651R
72393,9652R(Result),9652R
73237,9653R(Result),9653R
73451,9654R(Result),9654R
73098,9655R(Result),9655R
71857,9656R(Result),9656R
72120,9657R(Result),9657R
71758,9661R(Result),9661R
72166,9662R(Result),9662R
71838,9663R(Result),9663R
71639,9706R(Result),9706R
73003,9707R(Result),9707R
73048,9708R(Result),9708R
73267,9709R(Result),9709R
71976,9710R(Result),9710R
72969,9712R(Result),9712R
70767,9OHRISP(InRange),9OHRISP
70879,9OHRISP(Result),9OHRISP
69171,A1AANTITRYPF(High),A1AANTITRYPF
70398,A1AANTITRYPF(InRange),A1AANTITRYPF
68655,A1AANTITRYPF(Result),A1AANTITRYPF
67805,A1APHEN(Result),A1APHEN
66252,A1C(High),A1C
66308,A1C(InRange),A1C
67885,A1C(Result),A1C
70604,A2A(InRange),A2A
71262,A2A(Low),A2A
69569,A2A(Result),A2A
72933,AAMINOA(High),AAMINOA
71383,AAMINOA(High),AAMINOA
68058,AAMINOA(InRange),AAMINOA
69979,AAMINOA(InRange),AAMINOA
70386,AAMINOA(Low),AAMINOA
70517,AAMINOB(High),AAMINOB
68541,AAMINOB(High),AAMINOB
69755,AAMINOB(InRange),AAMINOB
68534,AAPINT(Result),AAPINT
68039,AASINT(Result),AASINT
70375,AAUINT(Result),AAUINT
70728,ABGRAN(Low),ABGRAN
71304,ABGRAN(Result),ABGRAN
66923,ABID(Result),ABID
73305,ABID2E(Result),ABID2E
67908,ABIDELUATE(Result),ABIDELUATE
68006,ABIDR(Result),ABIDR
66722,ABIDRBC(Result),ABIDRBC
67055,ABNWBC(Result),ABNWBC
69302,ABORH(Result),ABORH
69863,ABTITER(Result),ABTITER
67701,ACAIGG(High),ACAIGG
66874,ACAIGG(InRange),ACAIGG
67371,ACAIGG(Result),ACAIGG
67554,ACAIGM(High),ACAIGM
66873,ACAIGM(InRange),ACAIGM
67370,ACAIGM(Result),ACAIGM
68680,ACE(High),ACE
73127,ACE(InRange),ACE
67715,ACE(InRange),ACE
68439,ACE(Low),ACE
71510,ACE(Result),ACE
67468,ACE(Result),ACE
68817,ACETA(High),ACETA
67132,ACETA(InRange),ACETA
67212,ACETA(Result),ACETA
67277,ACETONE(Abnormal),ACETONE
67905,ACETONE(Result),ACETONE
70899,ACFCR(High),ACFCR
69459,ACFCR(InRange),ACFCR
70715,ACFCRU(InRange),ACFCRU
70702,ACFCRU(Low),ACFCRU
67706,ACHERBC(InRange),ACHERBC
71320,ACHERBC(Low),ACHERBC
72920,ACHERBC(Result),ACHERBC
70291,ACHINT(Result),ACHINT
70831,ACPINT(Result),ACPINT
69772,ACRBIN(InRange),ACRBIN
69585,ACRBLO(High),ACRBLO
67950,ACRBLO(InRange),ACRBLO
69175,ACRMOD(High),ACRMOD
69510,ACRMOD(InRange),ACRMOD
67746,ACTH(High),ACTH
66848,ACTH(InRange),ACTH
67247,ACTH(Low),ACTH
67581,ACTH(Result),ACTH
71315,ADA(InRange),ADA
69616,ADA(Result),ADA
69854,ADAFLD(High),ADAFLD
69894,ADAFLD(InRange),ADAFLD
67826,ADAFLD(Result),ADAFLD
67836,ADAG(Result),ADAG
71839,ADDNA(Abnormal),ADDNA
71646,ADDNA(Result),ADDNA
72390,ADG1(High),ADG1
70259,ADG1(InRange),ADG1
68690,ADG1(Result),ADG1
70058,ADGINT(Result),ADGINT
70059,ADGPR(Result),ADGPR
73070,ADGPT(InRange),ADGPT
70573,ADGPT(Result),ADGPT
72913,ADM1(High),ADM1
70258,ADM1(InRange),ADM1
68689,ADM1(Result),ADM1
69129,ADMACT(InRange),ADMACT
67548,ADMACT(Low),ADMACT
69343,ADMACT(Result),ADMACT
69128,ADMAG(InRange),ADMAG
67547,ADMAG(Low),ADMAG
69344,ADMAG(Result),ADMAG
70485,ADMART(Result),ADMART
70556,ADMD(Result),ADMD
71208,ADMINH(High),ADMINH
70112,ADMINH(InRange),ADMINH
67546,ADMINT(Result),ADMINT
72558,ADNVIR(Abnormal),ADNVIR
72216,ADNVIR(Result),ADNVIR
71174,ADOV(Abnormal),ADOV
67192,ADOV(Result),ADOV
70157,ADP(InRange),ADP
68074,ADP(Result),ADP
70627,ADP5(InRange),ADP5
68295,ADP5(Low),ADP5
68916,ADP5(Result),ADP5
70022,ADPCR1(High),ADPCR1
67109,ADPCR1(Result),ADPCR1
71789,ADQLDN(Abnormal),ADQLDN
71910,ADQLDN(Result),ADQLDN
71788,ADQLIP(Result),ADQLIP
71790,ADQLSP(Result),ADQLSP
70471,ADRAB(InRange),ADRAB
70351,ADRAB(Result),ADRAB
70615,ADV3(Abnormal),ADV3
71375,ADV3(Result),ADV3
70614,ADV3IP(Result),ADV3IP
70616,ADV3SP(Result),ADV3SP
73143,ADVCP(High),ADVCP
72373,ADVCP(InRange),ADVCP
71645,ADVCP(Result),ADVCP
72372,ADVLOG(InRange),ADVLOG
71644,ADVLOG(Result),ADVLOG
70144,ADVP(Abnormal),ADVP
69910,ADVP(Result),ADVP
70137,ADVR(Abnormal),ADVR
69952,ADVR(Result),ADVR
73351,ADVRC1(Abnormal),ADVRC1
72178,ADVRC1(Result),ADVRC1
72177,ADVRCD(Result),ADVRCD
71647,ADVSP(Result),ADVSP
72179,ADVSPM(Result),ADVSPM
71643,ADVTIP(Result),ADVTIP
72800,AFLAV(Abnormal),AFLAV
68124,AFLAV(Result),AFLAV
72798,AFLUMI(Abnormal),AFLUMI
68122,AFLUMI(Result),AFLUMI
67603,AFP(High),AFP
67213,AFP(InRange),AFP
66604,AFP(Result),AFP
69944,AFP(Result),AFP
68901,AFPCSF(Result),AFPCSF
66607,AG(High),AG
68035,AG(HighPanic),AG
66177,AG(InRange),AG
66325,AG(Low),AG
66616,AG(Result),AG
72625,AGALA(High),AGALA
67558,AGALA(InRange),AGALA
68741,AGALA(Result),AGALA
68296,AGGDIR(Result),AGGDIR
68297,AGGINT(Result),AGGINT
72186,ALANINE(High),ALANINE
70519,ALANINE(High),ALANINE
68055,ALANINE(InRange),ALANINE
69976,ALANINE(InRange),ALANINE
70384,ALANINE(Low),ALANINE
72845,ALB(Abnormal),ALB
67524,ALB(High),ALB
66344,ALB(InRange),ALB
66266,ALB(Low),ALB
66804,ALB(Result),ALB
72505,ALBCPI(High),ALBCPI
67643,ALBCPI(InRange),ALBCPI
67964,ALBCPI(Low),ALBCPI
68119,ALBCPI(Result),ALBCPI
69683,ALBCSF(InRange),ALBCSF
68099,ALBFLD(High),ALBFLD
66978,ALBFLD(InRange),ALBFLD
69457,ALBFLD(Low),ALBFLD
67059,ALBFLD(Result),ALBFLD
66979,ALBFLS(Result),ALBFLS
70643,ALBGLOB(Result),ALBGLOB
73601,ALCN(InRange),ALCN
66721,ALCOHOL(Result),ALCOHOL
70307,ALD(Result),ALD
67692,ALDOLASE(High),ALDOLASE
67659,ALDOLASE(InRange),ALDOLASE
69657,ALDOLASE(Result),ALDOLASE
67311,ALDOSTR(High),ALDOSTR
68080,ALDOSTR(InRange),ALDOSTR
67191,ALDOSTR(Result),ALDOSTR
70916,ALDOSTRURN(InRange),ALDOSTRURN
67825,ALDOSTRURN(Low),ALDOSTRURN
66371,ALKP(High),ALKP
66264,ALKP(InRange),ALKP
66803,ALKP(Result),ALKP
70479,ALKPO4BONE(High),ALKPO4BONE
67540,ALKPO4BONE(InRange),ALKPO4BONE
72940,ALKPO4BONE(Result),ALKPO4BONE
69688,ALL1(Result),ALL1
71903,ALL2(Result),ALL2
72911,ALL3(Result),ALL3
68660,ALLO(Result),ALLO
69687,ALLR1(Result),ALLR1
71902,ALLR2(Result),ALLR2
72910,ALLR3(Result),ALLR3
72843,ALT(Abnormal),ALT
66369,ALT(High),ALT
66262,ALT(InRange),ALT
66802,ALT(Result),ALT
70298,ALTER(Result),ALTER
69777,ALTRN(High),ALTRN
72519,ALTRN(Result),ALTRN
71183,ALUM(High),ALUM
72501,AMA(Result),AMA
70340,AMIKACINPK(High),AMIKACINPK
70215,AMIKACINPK(InRange),AMIKACINPK
70540,AMIKACINPK(Low),AMIKACINPK
70232,AMIKACINTR(High),AMIKACINTR
70286,AMIKACINTR(InRange),AMIKACINTR
69081,AMIKACINTR(Result),AMIKACINTR
68399,AMINOR(High),AMINOR
73749,AMINOR(HighPanic),AMINOR
70529,AMINOR(InRange),AMINOR
71157,AMINOR(InRange),AMINOR
71282,AMINOR(Low),AMINOR
67372,AMINOR(Low),AMINOR
70460,AMINOR(Result),AMINOR
68331,AMINOR(Result),AMINOR
70214,AMIPO2(Result),AMIPO2
70213,AMIPO3(Result),AMIPO3
70212,AMIPO4(Result),AMIPO4
69080,AMIPR2(Result),AMIPR2
69079,AMIPR3(Result),AMIPR3
69078,AMIPR4(Result),AMIPR4
73750,AMITRP(High),AMITRP
70530,AMITRP(InRange),AMITRP
67374,AMITRP(InRange),AMITRP
70257,AMITRP(Result),AMITRP
68333,AMITRP(Result),AMITRP
69351,AMOBARB(Result),AMOBARB
66433,AMORCRY(Result),AMORCRY
69299,AMOX(Result),AMOX
67262,AMPHET(Abnormal),AMPHET
71211,AMPHET(High),AMPHET
67818,AMPHET(InRange),AMPHET
66136,AMPHET(Result),AMPHET
70792,AMPHOTERB(InRange),AMPHOTERB
69298,AMPICILLIN(Result),AMPICILLIN
71175,AMUCRU(High),AMUCRU
68229,AMUCRU(InRange),AMUCRU
68375,AMUCRU(Result),AMUCRU
66871,AMYFLS(Result),AMYFLS
66866,AMYLASE(High),AMYLASE
66276,AMYLASE(InRange),AMYLASE
68376,AMYLASE(Low),AMYLASE
71947,AMYLASE(Low),AMYLASE
69832,AMYLASE(Result),AMYLASE
67910,AMYLASE(Result),AMYLASE
68022,AMYLASEFLD(High),AMYLASEFLD
66870,AMYLASEFLD(InRange),AMYLASEFLD
68149,AMYLASEFLD(Result),AMYLASEFLD
70733,AMYLDO(Result),AMYLDO
67940,AN20DS(Result),AN20DS
67790,ANA(Abnormal),ANA
66786,ANA(Result),ANA
66785,ANAINTERP(Result),ANAINTERP
67789,ANAQNT(Result),ANAQNT
69999,ANCIGG(High),ANCIGG
67196,ANCIGG(Result),ANCIGG
71425,ANDRO(High),ANDRO
70105,ANDRO(InRange),ANDRO
70190,ANDRO(Low),ANDRO
72799,ANIGE(Abnormal),ANIGE
68123,ANIGE(Result),ANIGE
68500,ANTIHU(Result),ANTIHU
70738,ANTIIS(Result),ANTIIS
66964,ANTIXA(High),ANTIXA
66594,ANTIXA(InRange),ANTIXA
68936,ANTIXA(Result),ANTIXA
70051,AODOR(Result),AODOR
68599,APC(InRange),APC
69001,APC(Low),APC
71283,APC(Result),APC
73554,APIGG(High),APIGG
67302,APIGG(Result),APIGG
67301,APIGM(Result),APIGM
67300,APINT(Result),APINT
70752,APOA1(InRange),APOA1
72788,APOA1(Low),APOA1
69513,APOB(InRange),APOB
71897,ARA500(InRange),ARA500
68289,ARA500(Low),ARA500
68910,ARA500(Result),ARA500
70156,ARATEG(InRange),ARATEG
68073,ARATEG(Result),ARATEG
66151,ARG(Result),ARG
71506,ARGININE(High),ARGININE
73162,ARGININE(High),ARGININE
68040,ARGININE(InRange),ARGININE
69962,ARGININE(InRange),ARGININE
70376,ARGININE(Low),ARGININE
70442,ARGININEVP(High),ARGININEVP
70778,ARGININEVP(InRange),ARGININEVP
70114,ARGININEVP(Result),ARGININEVP
68499,ARI(Result),ARI
70698,ARIX(High),ARIX
73643,ARIX(InRange),ARIX
69520,ARIX(Result),ARIX
71051,ARS(Result),ARS
67464,ARSENIC(Result),ARSENIC
71165,ARSENICURN(High),ARSENICURN
69228,ARSENICURN(Result),ARSENICURN
66117,ARV(Result),ARV
70180,ARYLSA(InRange),ARYLSA
71268,ARYLSA(Result),ARYLSA
69943,AS(Abnormal),AS
70947,AS(Abnormal),AS
66150,AS(Result),AS
70926,AS(Result),AS
69998,AS3(Abnormal),AS3
69817,AS3(Result),AS3
69312,ASCA(Result),ASCA
66717,ASMA(Result),ASMA
70942,ASMINT(Result),ASMINT
71309,ASMQNT(High),ASMQNT
71310,ASMQUL(Abnormal),ASMQUL
70943,ASMQUL(Result),ASMQUL
68502,ASO(Result),ASO
70526,ASPART(High),ASPART
69984,ASPART(InRange),ASPART
68064,ASPART(InRange),ASPART
70392,ASPART(Result),ASPART
71235,ASPERG(High),ASPERG
70297,ASPERG(Result),ASPERG
68027,ASPERP(Result),ASPERP
70522,ASPGN(High),ASPGN
69982,ASPGN(InRange),ASPGN
68061,ASPGN(InRange),ASPGN
71495,ASPGN(Low),ASPGN
70388,ASPGN(Low),ASPGN
69311,ASPIGE(High),ASPIGE
68397,ASPIGE(Result),ASPIGE
68504,ASPIGG(Abnormal),ASPIGG
68396,ASPIGG(Result),ASPIGG
68394,ASPINT(Result),ASPINT
68961,ASPR(Result),ASPR
69779,ASPRG(High),ASPRG
72521,ASPRG(Result),ASPRG
72844,AST(Abnormal),AST
66370,AST(High),AST
66263,AST(InRange),AST
66677,AST(Result),AST
70539,ASTRO(High),ASTRO
68612,ASTRO(InRange),ASTRO
70784,ASTRO(Result),ASTRO
69678,AT3(High),AT3
67545,AT3(InRange),AT3
67423,AT3(Low),AT3
69901,AT3(Result),AT3
69005,AT3(Result),AT3
73119,ATGA(High),ATGA
67413,ATGA(High),ATGA
67602,ATGA(InRange),ATGA
73226,ATGA(InRange),ATGA
66948,ATGA(Result),ATGA
72997,ATGA(Result),ATGA
67917,ATHCT(Result),ATHCT
67914,ATHDI(Result),ATHDI
67920,ATHDX(Result),ATHDX
67919,ATHET(Result),ATHET
67916,ATHIN(Result),ATHIN
67913,ATHMD(Result),ATHMD
67915,ATHME(Result),ATHME
67918,ATHRE(Result),ATHRE
68601,ATPO(High),ATPO
67852,ATPO(InRange),ATPO
67475,ATPO(Result),ATPO
70611,ATTGR(Abnormal),ATTGR
68353,ATTGR(Result),ATTGR
70711,ATTGT(High),ATTGT
70605,ATTGT(InRange),ATTGT
69985,ATTGT(Result),ATTGT
68352,ATTINT(Result),ATTINT
69782,AURBAS(High),AURBAS
72512,AURBAS(Result),AURBAS
73396,AVGCOR(Result),AVGCOR
66387,B12(High),B12
66271,B12(InRange),B12
66855,B12(Low),B12
69407,B12(Result),B12
70172,B2GP1IGA(High),B2GP1IGA
67577,B2GP1IGA(InRange),B2GP1IGA
69773,B2GP1IGA(Result),B2GP1IGA
70463,B2GP1IGG(High),B2GP1IGG
67579,B2GP1IGG(InRange),B2GP1IGG
69598,B2GP1IGG(Result),B2GP1IGG
69565,B2GP1IGM(High),B2GP1IGM
67578,B2GP1IGM(InRange),B2GP1IGM
69774,B2GP1IGM(Result),B2GP1IGM
67809,B2GPCM(Result),B2GPCM
71912,B2GPIG(High),B2GPIG
70981,B2GPIG(InRange),B2GPIG
71277,B2GPIG(Result),B2GPIG
71180,B2GPIM(High),B2GPIM
70980,B2GPIM(InRange),B2GPIM
71276,B2GPIM(Result),B2GPIM
67668,B2M(High),B2M
69922,B2M(High),B2M
68678,B2M(InRange),B2M
70709,B2M(Result),B2M
71486,B2M(Result),B2M
67667,B2MCREAT(High),B2MCREAT
69347,B2MCREAT(InRange),B2MCREAT
71485,B2MCREAT(Result),B2MCREAT
71379,BALN(High),BALN
72932,BALN(High),BALN
68046,BALN(InRange),BALN
69967,BALN(InRange),BALN
71390,BAMBA(High),BAMBA
70511,BAMBA(High),BAMBA
68044,BAMBA(InRange),BAMBA
69965,BAMBA(InRange),BAMBA
66849,BAND(High),BAND
66241,BAND(InRange),BAND
68727,BAND(Result),BAND
70807,BANDFLD(InRange),BANDFLD
73075,BANDPRSNT(Result),BANDPRSNT
67871,BANDPRSNT(Result),BANDPRSNT
70260,BANDPRSNT(Result),BANDPRSNT
68068,BARB(Abnormal),BARB
66135,BARB(Result),BARB
67310,BASO(High),BASO
66278,BASO(InRange),BASO
66654,BASO(Result),BASO
66755,BASOAB(High),BASOAB
70937,BASOAB(High),BASOAB
66145,BASOAB(InRange),BASOAB
66649,BASOAB(Result),BASOAB
67980,BASOCSF(High),BASOCSF
69364,BASOFLD(High),BASOFLD
66993,BASOFLD(InRange),BASOFLD
73585,BASOSYN(InRange),BASOSYN
70982,BASOSYNFLD(High),BASOSYNFLD
67599,BASOSYNFLD(InRange),BASOSYNFLD
73232,BBFRAC(High),BBFRAC
73047,BBFRAC(InRange),BBFRAC
67391,BBIGG(Result),BBIGG
67390,BBIGM(Result),BBIGM
72954,BCD34V(InRange),BCD34V
73487,BCD34V(Low),BCD34V
73537,BCD34V(Result),BCD34V
69712,BCMT(Result),BCMT
71541,BCPMUT(Result),BCPMUT
68211,BCRCMT(Result),BCRCMT
68207,BCRDIR(Result),BCRDIR
68208,BCRDIS(Result),BCRDIS
68574,BCRKAA(Result),BCRKAA
68576,BCRKCI(Result),BCRKCI
68573,BCRKCM(Result),BCRKCM
68570,BCRKDI(Result),BCRKDI
68569,BCRKIT(Result),BCRKIT
68572,BCRKMT(Result),BCRKMT
68571,BCRKPR(Result),BCRKPR
68575,BCRKRE(Result),BCRKRE
68210,BCRMET(Result),BCRMET
68209,BCRPRM(Result),BCRPRM
68212,BCRRES(Result),BCRRES
66333,BD(High),BD
66188,BD(InRange),BD
66585,BD(Result),BD
70655,BDC(InRange),BDC
70886,BDC(Result),BDC
69708,BDIR(Result),BDIR
69709,BDIS(Result),BDIS
70550,BDVC(InRange),BDVC
70544,BDVC(Result),BDVC
69714,BDX(Result),BDX
66769,BE(High),BE
66315,BE(InRange),BE
66586,BE(Result),BE
70887,BEC(Result),BEC
66134,BENZO(Abnormal),BENZO
66410,BENZO(Result),BENZO
70304,BERM(High),BERM
71238,BERM(Result),BERM
70545,BEVC(Result),BEVC
73073,BGSPR(Result),BGSPR
73082,BGSPRC(Result),BGSPRC
72018,BHB(High),BHB
71797,BHB(InRange),BHB
72168,BHB(Low),BHB
72546,BHB(Result),BHB
67907,BHCG(High),BHCG
67425,BHCG(InRange),BHCG
66485,BHCG(Result),BHCG
73646,BHENPC(Abnormal),BHENPC
67334,BHENPC(Result),BHENPC
67108,BHIGGS(Result),BHIGGS
70113,BHIGGT(Result),BHIGGT
