base_name	Window Size	Prior Consecutive Normal	Total Count	Normal Count
LABYUFCAT	7	NULL	26	14
LAB11182R	7	NULL	25	15
LAB12809R	1	0	25	17
LABA1C	30	3	25	24
LABAGAP	1	0	25	22
LABAGAP	7	NULL	25	22
LABCA199	7	1	25	18
LABCBCO	1	3	25	19
LABCEA	2	1	25	24
LABCMVIGG	1	1	25	25
LABCORTS	1	2	25	15
LABCORTS	4	3	25	17
LABCR	90	2	25	21
LABCSFTP	7	3	25	24
LABCYSBLD	1	0	25	22
LABCYSBLD	2	0	25	22
LABCYSBLD	4	0	25	22
LABCYSBLD	7	0	25	22
LABCYSBLD	30	0	25	22
LABCYSBLD	90	0	25	22
LABCZPL	90	1	25	11
LABDBIL	90	4	25	21
LABDDIM	1	2	25	8
LABDDIM	2	2	25	8
LABDDIM	4	2	25	8
LABDDIM	7	2	25	8
LABDDIM	30	2	25	8
LABDIGL	2	3	25	25
LABDIGL	4	5	25	24
LABEBVQP	90	3	25	21
LABFACT8	1	2	25	17
LABFHV12	30	1	25	23
LABFKOH	2	2	25	22
LABFVARZ	4	1	25	25
LABG6PDQT	1	0	25	17
LABG6PDQT	2	0	25	17
LABG6PDQT	4	0	25	17
LABGIARS	4	1	25	25
LABHAB	1	0	25	13
LABHAB	2	0	25	13
LABHAB	4	0	25	13
LABHAB	7	0	25	13
LABHAB	7	NULL	25	13
LABHAB	30	0	25	13
LABHAB	90	0	25	13
LABHBCT	90	1	25	24
LABHCPQ	30	1	25	24
LABHCTX	2	3	25	18
LABHGBX	2	1	25	11
LABHGBX	4	1	25	11
LABHSVPCR	30	1	25	18
LABHV6DNA	4	1	25	24
LABLEVETL	30	1	25	18
LABMETHB	1	2	25	25
LABMETHB	30	4	25	25
LABMETHB	90	4	25	25
LABMPOPR3	2	0	25	8
LABORSHOR	30	3	25	23
LABPCEC4V	30	1	25	12
LABPCEG7	2	1	25	3
LABPCEG7	4	1	25	3
LABQFTB	2	1	25	21
LABREPT	2	2	25	20
LAB11182R	1	NULL	25	15
LABROMRS	2	2	25	24
LAB11182R	2	NULL	25	15
LAB11182R	4	NULL	25	15
LAB11182R	30	NULL	25	15
LAB11182R	90	NULL	25	15
LABAGAP	1	NULL	25	22
LABAGAP	2	NULL	25	22
LABAGAP	4	NULL	25	22
LABAGAP	30	NULL	25	22
LABAGAP	90	NULL	25	22
LABHAB	1	NULL	25	13
LABHAB	2	NULL	25	13
LABHAB	4	NULL	25	13
LABHAB	30	NULL	25	13
LABHAB	90	NULL	25	13
LABSTOBID	30	0	25	10
LABSTOBID	90	0	25	10
LABTBILFR	30	2	25	21
LABTBILFR	90	2	25	22
LABTSH	30	3	25	21
LABVD25H	4	1	25	19
LABYASU	1	0	25	24
LABYASU	2	0	25	24
LABYASU	4	0	25	24
LABYASU	7	0	25	24
LABYASU	30	0	25	24
LABYASU	90	0	25	24
LABYAT3AG	4	0	25	16
LABYAT3AG	7	0	25	16
LABYAT3AG	30	0	25	16
LABYAT3AG	90	0	25	16
LABYBOH	4	1	25	16
LABYBOH	7	1	25	16
LABYFLUO	7	0	25	21
LABYHGBP	4	1	25	22
LABYTESFB	2	0	25	7
LABYTESFB	4	0	25	7
LABYUFCAT	4	0	25	13
LABYUFCAT	7	0	25	13
LABYUFCAT	30	0	25	13
LAB11036R	4	1	24	15
LAB11036R	30	1	24	13
LAB11036R	90	1	24	13
LAB11041R	4	2	24	20
LAB11182R	1	0	24	14
LAB11182R	2	0	24	14
LAB11182R	4	0	24	14
LAB11182R	7	0	24	14
LAB11182R	30	0	24	14
LAB11182R	90	0	24	14
LAB12809R	2	0	24	16
LABAAP	7	NULL	24	1
LABADAM13	1	0	24	3
LABADAM13	2	0	24	3
LABAFBD	2	4	24	24
LABAGAP	2	0	24	21
LABAGAP	4	0	24	21
LABAGAP	7	0	24	21
LABALB	2	3	24	18
LABANCA	30	1	24	21
LABANCA	90	1	24	21
LABBACIDS	90	1	24	22
LABBHB	90	1	24	15
LABBUN	7	2	24	16
LABBXTG	1	3	24	24
LABC4	4	1	24	23
LABCMVQL	1	1	24	19
LABCMVQL	2	1	24	19
LABCORTS	7	3	24	16
LABCORTS	30	3	24	16
LABCORTS	90	3	24	16
LABCRYST	1	1	24	13
LABCSFGL	7	4	24	22
LABCSFGL	7	5	24	24
LABCTC	30	2	24	23
LABCYLEX	1	0	24	13
LABCYLEX	2	0	24	13
LABCYLEX	7	NULL	24	13
LABDBIL	30	4	24	20
LABDVEVH	1	1	24	20
LABECL	7	NULL	24	16
LABFLDB	90	3	24	22
LABFLUAPX	1	1	24	23
LABGGT	90	4	24	22
LABGLNF	2	2	24	19
LABHAV	7	NULL	24	23
LABHAVM	30	1	24	23
LABHBCT	30	1	24	23
LABHCPQ	90	1	24	23
LABHGBP	7	3	24	21
LABHIPA	90	2	24	17
LABHIVQ2	90	1	24	21
LABINSLF	90	1	24	21
LABISOF	1	1	24	24
LABLPDC	30	1	24	17
LABMETHB	7	4	24	24
LABMPOPR3	4	0	24	8
LABMPOPR3	7	0	24	8
LABMPOPR3	30	0	24	8
LABMPOPR3	90	0	24	8
LABMYO	2	2	24	21
LABPB	30	4	24	22
LABPB	90	4	24	22
LABPCCG4O	90	2	24	22
LABPCEG7	1	1	24	3
LABPCEG7V	2	1	24	4
LABPCEG7V	4	1	24	4
LABPCEG7V	7	1	24	4
LABPCEG7V	30	1	24	4
LABPCEG7V	90	1	24	4
LABPROCT	4	4	24	24
LABPROL	2	1	24	17
LABRAAS	1	0	24	22
LABRAAS	2	0	24	22
LABRAAS	4	0	24	22
LABRAAS	7	0	24	22
LABRAAS	30	0	24	22
LABRAAS	90	0	24	22
LABRESPG	30	3	24	21
LABRETIC	4	2	24	18
LABAAP	1	NULL	24	1
LABAAP	2	NULL	24	1
LABAAP	4	NULL	24	1
LABAAP	30	NULL	24	1
LABAAP	90	NULL	24	1
LABCYLEX	1	NULL	24	13
LABCYLEX	2	NULL	24	13
LABCYLEX	4	NULL	24	13
LABCYLEX	30	NULL	24	13
LABCYLEX	90	NULL	24	13
LABECL	1	NULL	24	16
LABECL	2	NULL	24	16
LABECL	4	NULL	24	16
LABECL	30	NULL	24	16
LABECL	90	NULL	24	16
LABHAV	1	NULL	24	23
LABHAV	2	NULL	24	23
LABHAV	4	NULL	24	23
LABHAV	30	NULL	24	23
LABHAV	90	NULL	24	23
LABYAVH	1	NULL	24	20
LABYAVH	2	NULL	24	20
LABYAVH	4	NULL	24	20
LABYAVH	30	NULL	24	20
LABYAVH	90	NULL	24	20
LABYMEXIL	1	NULL	24	12
LABYMEXIL	2	NULL	24	12
LABYMEXIL	4	NULL	24	12
LABYMEXIL	30	NULL	24	12
LABYMEXIL	90	NULL	24	12
LABSTRED	7	1	24	7
LABSTRED	90	1	24	8
LABTBIL	4	2	24	22
LABTCDIF	90	3	24	24
LABUEOS	2	2	24	23
LABUPREG	90	2	24	22
LABVCULR	7	1	24	24
LABYAVH	7	NULL	24	20
LABYCOPPR	90	1	24	15
LABYDESIP	7	0	24	6
LABYMEXIL	7	NULL	24	12
LABYPTHRP	90	1	24	23
LABYTESFB	7	0	24	7
LABYTESFB	30	0	24	7
LABYUFCAT	90	0	24	12
LAB11036R	7	1	23	13
LAB12809R	4	0	23	16
LAB12809R	7	0	23	16
LAB12809R	30	0	23	16
LAB12809R	90	0	23	16
LABAAP	1	0	23	1
LABACA	2	1	23	23
LABADAM13	4	0	23	3
LABADAM13	7	0	23	3
LABADAM13	30	0	23	3
LABAFBC	7	5	23	23
LABAFBD	30	5	23	23
LABAGAP	30	0	23	20
LABAGAP	90	0	23	20
LABAMIPOL	7	0	23	3
LABANCA	7	1	23	20
LABANER2	2	4	23	19
LABANER2	4	4	23	19
LABANER2	7	4	23	19
LABANTIXA	7	1	23	2
LABANTIXA	30	1	23	2
LABANTIXA	90	1	23	2
LABASI	30	4	23	23
LABBACIDS	30	1	23	21
LABBHB	30	1	23	14
LABBHCG	30	1	23	22
LABBLCTIP	1	2	23	23
LABBXTG	90	4	23	18
LABC3	7	1	23	22
LABC4	2	1	23	22
LABCEA	1	1	23	21
LABCLACT	90	2	23	13
LABCORT	4	4	23	17
LABCR	7	5	23	23
LABCR	30	2	23	19
LABCRPLC	7	2	23	23
LABCSFTP	4	2	23	17
LABCZPL	30	1	23	11
LABDVERVP	4	2	23	14
LABEBVPAN	4	1	23	23
LABESRP	4	4	23	22
LABESRP	30	3	23	15
LABFACT8	4	3	23	17
LABFHHV6	1	0	23	4
LABFHHV6	2	0	23	4
LABFHHV6	4	0	23	4
LABFHHV6	7	0	23	4
LABFHHV6	7	NULL	23	4
LABFHHV6	30	0	23	4
LABFHHV6	90	0	23	4
LABFLDB	7	2	23	21
LABFUNIDS	1	0	23	18
LABFUNIDS	7	NULL	23	18
LABG6PDQT	7	0	23	16
LABGGT	30	4	23	21
LABHAP	1	2	23	23
LABHAV	1	0	23	22
LABHAV	2	0	23	22
LABHAV	4	0	23	22
LABHAV	7	0	23	22
LABHAV	30	0	23	22
LABHAV	90	0	23	22
LABHAVM	7	1	23	22
LABHFP	90	4	23	14
LABHGBX	1	1	23	9
LABHITAB	90	3	23	19
LABHIVWBL	90	2	23	23
LABIBIL	30	4	23	22
LABIBIL	90	4	23	22
LABINSLF	30	1	23	20
LABLIL	7	3	23	19
LABMETHB	2	3	23	23
LABMETHB	7	5	23	23
LABOAPE	30	3	23	23
LABORAERO	7	2	23	20
LABORSHOR	1	3	23	23
LABORSHOR	2	3	23	23
LABORSHOR	4	3	23	23
LABORSHOR	7	3	23	23
LABPLTS	4	3	23	21
LABPREG	2	1	23	18
LABPROCT	30	3	23	19
LABRBCFOL	1	1	23	17
LABRUB	1	0	23	1
LABRUB	7	NULL	23	1
LABFHHV6	1	NULL	23	4
LABFHHV6	2	NULL	23	4
LABFHHV6	4	NULL	23	4
LABFHHV6	30	NULL	23	4
LABFHHV6	90	NULL	23	4
LABFUNIDS	1	NULL	23	18
LABFUNIDS	2	NULL	23	18
LABFUNIDS	4	NULL	23	18
LABFUNIDS	30	NULL	23	18
LABFUNIDS	90	NULL	23	18
LABRUB	1	NULL	23	1
LABRUB	2	NULL	23	1
LABRUB	4	NULL	23	1
LABRUB	30	NULL	23	1
LABRUB	90	NULL	23	1
LABTSHFT4	1	1	23	20
LABUNA	30	2	23	19
LABVANPRL	4	5	23	18
LABYAVH	1	0	23	19
LABYAVH	2	0	23	19
LABYAVH	4	0	23	19
LABYCERU	90	1	23	17
LABYCHROM	90	0	23	5
LABYHGBP	7	1	23	20
LABYTESFB	90	0	23	7
LABYTHI	1	0	23	15
LABYTHI	2	0	23	15
LAB11080R	1	0	22	18
LAB11080R	7	NULL	22	18
LAB12815R	1	0	22	21
LAB12815R	2	0	22	21
LAB12815R	7	NULL	22	21
LABAAP	2	0	22	1
LABAAP	4	0	22	1
LABAAP	7	0	22	1
LABAAP	30	0	22	1
LABAAP	90	0	22	1
LABADAM13	90	0	22	3
LABADPCRQ	7	1	22	22
LABAFBD	1	4	22	22
LABANER2	90	5	22	19
LABANTIXA	4	1	22	2
LABASI	90	5	22	22
LABBUN	90	3	22	12
LABCA	2	3	22	20
LABCA	4	4	22	20
LABCA199	4	1	22	16
LABCDTPCR	4	2	22	17
LABCLACT	30	2	22	13
LABCMVM	30	1	22	19
LABCRP	90	5	22	15
LABCRPLC	1	1	22	19
LABCSFC	4	4	22	22
LABCZPL	7	1	22	11
LABDATBSI	1	1	22	22
LABDSDNA	7	1	22	19
LABDVEIBV	1	0	22	20
LABDVEIBV	2	0	22	20
LABDVEIBV	4	0	22	20
LABDVEIBV	7	0	22	20
LABDVEIBV	7	NULL	22	20
LABDVEIBV	30	0	22	20
LABDVEIBV	90	0	22	20
LABFKOH	30	3	22	20
LABFLDB	30	3	22	20
LABFUNIDS	2	0	22	17
LABFUNIDS	4	0	22	17
LABG6PDQT	30	0	22	15
LABG6PDQT	90	0	22	15
LABGGT	7	4	22	20
LABGLF	1	1	22	19
LABHAVM	2	1	22	21
LABHAVM	4	1	22	21
LABHBPQ	30	1	22	21
LABHSVZL	7	1	22	20
LABINSLF	1	2	22	22
LABINSLF	7	1	22	19
LABLIL	90	4	22	18
LABLPDC	4	1	22	16
LABLPDC	7	1	22	16
LABMYCPA	90	3	22	9
LABPB	7	4	22	20
LABPCEG7V	1	1	22	4
LABPCG3	1	5	22	8
LABPROL	1	1	22	16
LABRESPCR	90	2	22	17
LABRUB	2	0	22	1
LAB11080R	1	NULL	22	18
LAB11080R	2	NULL	22	18
LAB11080R	4	NULL	22	18
LAB11080R	30	NULL	22	18
LAB11080R	90	NULL	22	18
LAB12815R	1	NULL	22	21
LAB12815R	2	NULL	22	21
LAB12815R	4	NULL	22	21
LAB12815R	30	NULL	22	21
LAB12815R	90	NULL	22	21
LABDVEIBV	1	NULL	22	20
LABDVEIBV	2	NULL	22	20
LABDVEIBV	4	NULL	22	20
LABDVEIBV	30	NULL	22	20
LABDVEIBV	90	NULL	22	20
LABUCA	1	NULL	22	17
LABUCA	2	NULL	22	17
LABUCA	4	NULL	22	17
LABUCA	30	NULL	22	17
LABUCA	90	NULL	22	17
LABUVH	1	NULL	22	16
LABUVH	2	NULL	22	16
LABUVH	4	NULL	22	16
LABUVH	30	NULL	22	16
LABUVH	90	NULL	22	16
LABYC1IN	1	NULL	22	15
LABYC1IN	2	NULL	22	15
LABYC1IN	4	NULL	22	15
LABYC1IN	30	NULL	22	15
LABYC1IN	90	NULL	22	15
LABYTAT	1	NULL	22	14
LABYTAT	2	NULL	22	14
LABYTAT	4	NULL	22	14
LABYTAT	30	NULL	22	14
LABYTAT	90	NULL	22	14
LABYVD125	1	NULL	22	10
LABYVD125	2	NULL	22	10
LABYVD125	4	NULL	22	10
LABYVD125	30	NULL	22	10
LABYVD125	90	NULL	22	10
LABSTOOLC	1	1	22	21
LABSTRED	2	1	22	8
LABSTRED	4	1	22	7
LABTCDIF	4	2	22	22
LABTP	1	1	22	18
LABUCA	1	0	22	17
LABUCA	2	0	22	17
LABUCA	4	0	22	17
LABUCA	7	0	22	17
LABUCA	7	NULL	22	17
LABUCA	30	0	22	17
LABUCA	90	0	22	17
LABUVH	1	0	22	16
LABUVH	2	0	22	16
LABUVH	4	0	22	16
LABUVH	7	NULL	22	16
LABYA1AS	90	1	22	18
LABYBOH	2	1	22	16
LABYC1IN	7	NULL	22	15
LABYCOPPR	30	1	22	13
LABYSTOSM	30	1	22	12
LABYSTOSM	90	1	22	12
LABYTAT	1	0	22	14
LABYTAT	2	0	22	14
LABYTAT	4	0	22	14
LABYTAT	7	NULL	22	14
LABYTHI	4	0	22	15
LABYTHI	7	0	22	15
LABYTHI	30	0	22	15
LABYTHI	90	0	22	15
LABYVD125	1	0	22	10
LABYVD125	2	0	22	10
LABYVD125	4	0	22	10
LABYVD125	7	NULL	22	10
LAB11042R	7	NULL	21	7
LAB11060R	90	1	21	15
LAB11080R	2	0	21	17
LAB11080R	4	0	21	17
LAB11080R	7	0	21	17
LAB11080R	30	0	21	17
LAB11080R	90	0	21	17
LAB12811R	7	NULL	21	12
LABACTHO	7	3	21	15
LABACTHO	30	3	21	15
LABACTHO	90	3	21	15
LABAFBC	1	4	21	21
LABAMY	4	5	21	21
LABANCA	4	1	21	18
LABANER	7	5	21	20
LABANER2	1	4	21	18
LABANTIXA	2	1	21	2
LABAT3	90	1	21	14
LABBHCG	90	1	21	20
LABC3	2	1	21	20
LABC3	4	1	21	20
LABCLGC2	90	1	21	20
LABCMVIGM	7	1	21	19
LABCMVP	90	3	21	19
LABCMVRC	7	NULL	21	19
LABCSFTP	30	3	21	17
LABCSFTP	90	3	21	18
LABDBIL	7	4	21	19
LABDSDNA	4	1	21	18
LABECL	1	0	21	16
LABFACT8	30	3	21	13
LABFACT8	90	3	21	13
LABFCUL	4	5	21	17
LABFHV12	7	1	21	19
LABHBPQ	90	1	21	19
LABHELAG	7	1	21	20
LABHEPAR	1	5	21	15
LABHIPA	30	2	21	15
LABHITAB	30	3	21	16
LABIBIL	4	3	21	21
LABIGG	90	2	21	14
LABINSLF	1	4	21	21
LABINSLF	2	2	21	21
LABLAMOL	90	1	21	15
LABLPD	90	2	21	19
LABLPDC	2	1	21	17
LABMYCPA	2	2	21	14
LABMYO	4	2	21	20
LABPROCT	7	3	21	19
LABPROINS	1	0	21	11
LABPROINS	2	0	21	11
LABREPT	7	4	21	19
LABRUB	4	0	21	1
LABRUB	7	0	21	1
LABRUB	30	0	21	1
LABRUB	90	0	21	1
LABSIROL	2	3	21	20
LAB11042R	1	NULL	21	7
LAB11042R	2	NULL	21	7
LAB11042R	4	NULL	21	7
LAB11042R	30	NULL	21	7
LAB11042R	90	NULL	21	7
LAB12811R	1	NULL	21	12
LAB12811R	2	NULL	21	12
LAB12811R	4	NULL	21	12
LAB12811R	30	NULL	21	12
LAB12811R	90	NULL	21	12
LABCMVRC	1	NULL	21	19
LABCMVRC	2	NULL	21	19
LABCMVRC	4	NULL	21	19
LABCMVRC	30	NULL	21	19
LABCMVRC	90	NULL	21	19
LABYAMA	1	NULL	21	19
LABYAMA	2	NULL	21	19
LABYAMA	4	NULL	21	19
LABYAMA	30	NULL	21	19
LABYAMA	90	NULL	21	19
LABUVH	7	0	21	15
LABUVH	30	0	21	15
LABUVH	90	0	21	15
LABWDC	90	2	21	13
LABWDCS	90	2	21	16
LABYAMA	1	0	21	19
LABYAMA	2	0	21	19
LABYAMA	4	0	21	19
LABYAMA	7	0	21	19
LABYAMA	7	NULL	21	19
LABYAMA	30	0	21	19
LABYAMA	90	0	21	19
LABYAVH	7	0	21	18
LABYAVH	30	0	21	18
LABYAVH	90	0	21	18
LABYC1IN	1	0	21	14
LABYC1IN	2	0	21	14
LABYC1IN	4	0	21	14
LABYC1IN	7	0	21	14
LABYC1IN	30	0	21	14
LABYC1IN	90	0	21	14
LABYCERU	30	1	21	15
LABYDESIP	30	0	21	4
LABYFFATQ	7	1	21	15
LABYFFATQ	30	1	21	16
LABYMANG	90	0	21	12
LABYPTHRP	30	1	21	20
LABYSTOSM	7	1	21	12
LABYTAT	7	0	21	13
LABYTAT	30	0	21	13
LABYTAT	90	0	21	13
LAB11036R	1	1	20	15
LAB11042R	1	0	20	7
LAB11042R	2	0	20	7
LAB11071R	30	1	20	18
LAB11071R	90	1	20	18
LAB11088R	1	0	20	16
LAB11088R	2	0	20	16
LAB11088R	4	0	20	16
LAB11088R	7	0	20	16
LAB11088R	7	NULL	20	16
LAB11088R	30	0	20	16
LAB11088R	90	0	20	16
LAB12811R	1	0	20	11
LAB12815R	4	0	20	19
LAB12815R	7	0	20	19
LAB12815R	30	0	20	19
LAB12815R	90	0	20	19
LABABG	30	2	20	1
LABABG	90	2	20	1
LABACA	1	1	20	20
LABACTHO	4	3	20	14
LABADVQT	7	1	20	18
LABALT	2	1	20	18
LABAMIPOL	30	0	20	3
LABAMIPRL	2	1	20	13
LABASI	2	1	20	20
LABAST	2	1	20	16
LABB12	7	2	20	20
LABBHB	4	1	20	13
LABBHB	7	1	20	13
LABCBCS	2	1	20	12
LABCCT	1	0	20	2
LABCCT	2	0	20	2
LABCCT	4	0	20	2
LABCCT	7	0	20	2
LABCCT	7	NULL	20	2
LABCCT	30	0	20	2
LABCCT	90	0	20	2
LABCMVIGM	4	1	20	18
LABCORTS	1	3	20	16
LABCR	7	2	20	18
LABCZPL	4	1	20	10
LABDVEFLA	7	NULL	20	19
LABDVERVR	90	1	20	17
LABEBVQL	7	NULL	20	9
LABEBVQPB	1	0	20	0
LABEBVQPB	2	0	20	0
LABEBVQPB	4	0	20	0
LABEBVQPB	7	0	20	0
LABEBVQPB	7	NULL	20	0
LABEBVQPB	30	0	20	0
LABEBVQPB	90	0	20	0
LABECL	2	0	20	15
LABEP1	4	2	20	14
LABEP1	7	2	20	14
LABEP1	30	2	20	14
LABEP1	90	2	20	14
LABESRP	4	3	20	19
LABFHAN	7	NULL	20	18
LABFT4	1	2	20	20
LABFT4ED	7	NULL	20	9
LABFVARZ	2	1	20	20
LABHBSAG	30	2	20	19
LABHELAG	1	1	20	19
LABHELAG	2	1	20	19
LABHELAG	4	1	20	19
LABHGBP	2	2	20	20
LABHHV6QT	30	1	20	16
LABHITAB	2	2	20	20
LABHIVQ2	30	1	20	17
LABHMCY	90	1	20	19
LABIBIL	7	4	20	20
LABINSLF	4	1	20	19
LABINSLF	4	3	20	20
LABINSLF	4	4	20	19
LABLEVETL	4	1	20	16
LABLIPS	1	3	20	20
LABMETHB	30	5	20	20
LABMETHB	90	5	20	20
LABMYCPA	30	3	20	8
LABMYO	1	2	20	19
LABMYO	7	2	20	19
LABMYO	30	2	20	19
LABMYO	90	2	20	19
LABNH3	2	3	20	20
LABNORW	2	1	20	18
LABORANER	1	2	20	20
LABPALB	90	5	20	16
LABPB	30	5	20	17
LABPB	90	5	20	17
LABPCCG4V	30	1	20	1
LABPLTAGG	7	NULL	20	14
LABPLTS	1	2	20	17
LABPROTC	90	1	20	14
LABPROTS	90	1	20	16
LABPT	1	5	20	17
LABQFTBG	4	1	20	17
LABREPT	30	4	20	19
LABREPT	90	4	20	19
LAB11088R	1	NULL	20	16
LAB11088R	2	NULL	20	16
LAB11088R	4	NULL	20	16
LAB11088R	30	NULL	20	16
LAB11088R	90	NULL	20	16
LABCCT	1	NULL	20	2
LABCCT	2	NULL	20	2
LABCCT	4	NULL	20	2
LABCCT	30	NULL	20	2
LABCCT	90	NULL	20	2
LABDVEFLA	1	NULL	20	19
LABDVEFLA	2	NULL	20	19
LABDVEFLA	4	NULL	20	19
LABDVEFLA	30	NULL	20	19
LABDVEFLA	90	NULL	20	19
LABEBVQL	1	NULL	20	9
LABEBVQL	2	NULL	20	9
LABEBVQL	4	NULL	20	9
LABEBVQL	30	NULL	20	9
LABEBVQL	90	NULL	20	9
LABEBVQPB	1	NULL	20	0
LABEBVQPB	2	NULL	20	0
LABEBVQPB	4	NULL	20	0
LABEBVQPB	30	NULL	20	0
LABEBVQPB	90	NULL	20	0
LABFHAN	1	NULL	20	18
LABFHAN	2	NULL	20	18
LABFHAN	4	NULL	20	18
LABFHAN	30	NULL	20	18
LABFHAN	90	NULL	20	18
LABFT4ED	1	NULL	20	9
LABFT4ED	2	NULL	20	9
LABFT4ED	4	NULL	20	9
LABFT4ED	30	NULL	20	9
LABFT4ED	90	NULL	20	9
LABPLTAGG	1	NULL	20	14
LABPLTAGG	2	NULL	20	14
LABPLTAGG	4	NULL	20	14
LABPLTAGG	30	NULL	20	14
LABPLTAGG	90	NULL	20	14
LABTYPSNI	1	NULL	20	20
LABTYPSNI	2	NULL	20	20
LABTYPSNI	4	NULL	20	20
LABTYPSNI	30	NULL	20	20
LABTYPSNI	90	NULL	20	20
LABYAMNOR	1	NULL	20	2
LABYAMNOR	2	NULL	20	2
LABYAMNOR	4	NULL	20	2
LABYAMNOR	30	NULL	20	2
LABYAMNOR	90	NULL	20	2
LABTBILFR	1	1	20	15
LABTEGCP	7	3	20	14
LABTHEOL	7	3	20	16
LABTHEOL	30	3	20	16
LABTHEOL	90	3	20	15
LABTYPSNI	7	NULL	20	20
LABUAPRN	30	3	20	9
LABUTPRAN	90	1	20	6
LABWDCS	30	2	20	15
LABYA1AS	30	1	20	16
LABYAMNOR	1	0	20	2
LABYAMNOR	2	0	20	2
LABYAMNOR	7	NULL	20	2
LABYDESIP	90	0	20	4
LABYFFATQ	90	1	20	15
LABYFLUO	30	0	20	17
LABYFLUO	90	0	20	17
LAB11041R	7	3	19	15
LAB11042R	4	0	19	7
LAB11042R	7	0	19	7
LAB11042R	30	0	19	7
LAB11042R	90	0	19	7
LAB11071R	7	1	19	17
LAB11982R	30	1	19	15
LAB12292R	7	NULL	19	12
LAB12586R	1	0	19	15
LAB12586R	2	0	19	15
LAB12586R	4	0	19	15
LAB12586R	7	0	19	15
LAB12586R	7	NULL	19	15
LAB12586R	30	0	19	15
LAB12586R	90	0	19	15
LAB12796R	7	NULL	19	8
LABA1C	1	2	19	17
LABABG	7	2	19	1
LABADPCRQ	4	1	19	19
LABAGALA	30	2	19	19
LABAT3	2	1	19	12
LABAT3	4	1	19	12
LABAT3	7	1	19	12
LABAT3	30	1	19	12
LABBLC2	2	3	19	19
LABBMT1	90	2	19	2
LABBXTG	30	4	19	15
LABC153	1	0	19	16
LABC153	2	0	19	16
LABC153	4	0	19	16
LABC153	7	0	19	16
LABC153	7	NULL	19	16
LABC153	30	0	19	16
LABC153	90	0	19	16
LABCBCD	2	3	19	10
LABCDIFF	1	0	19	7
LABCDIFF	2	0	19	7
LABCDIFF	4	0	19	7
LABCDIFF	7	0	19	7
LABCDIFF	7	NULL	19	7
LABCDIFF	30	0	19	7
LABCDIFF	90	0	19	7
LABCLGC2	7	1	19	18
LABCLGC2	30	1	19	18
LABCMVM	7	1	19	16
LABCMVPQ	2	3	19	19
LABCMVRC	1	0	19	17
LABCMVRC	2	0	19	17
LABCMVRC	4	0	19	17
LABCMVRC	7	0	19	17
LABCRPLC	30	2	19	19
LABCSFGL	4	4	19	19
LABCYLEX	4	0	19	11
LABDATBSI	90	2	19	18
LABDVERV	4	2	19	19
LABEBVQL	1	0	19	9
LABEBVQL	2	0	19	9
LABECL	4	0	19	15
LABECL	7	0	19	15
LABECL	30	0	19	15
LABECL	90	0	19	15
LABFACT8	7	3	19	14
LABFER	30	2	19	16
LABFHAN	1	0	19	18
LABFHAN	2	0	19	18
LABFHAN	4	0	19	18
LABFHAN	7	0	19	18
LABFHAN	30	0	19	18
LABFHAN	90	0	19	18
LABFKOH	1	2	19	18
LABFKOH	90	4	19	17
LABFLDC	4	3	19	17
LABFOL	90	2	19	17
LABFT4ED	1	0	19	9
LABFT4ED	2	0	19	9
LABFT4ED	4	0	19	9
LABFT4ED	7	0	19	9
LABFUNIDS	7	0	19	16
LABGLNF	2	4	19	18
LABHAP	7	5	19	18
LABHBODY	7	NULL	19	18
LABHBSQL	30	1	19	17
LABHBSQL	90	1	19	17
LABHFP	30	4	19	11
LABHGBP	90	5	19	18
LABHIVWBL	30	2	19	19
LABHMCY	7	1	19	18
LABHMCY	30	1	19	18
LABHSVPCR	7	1	19	11
LABHSVZL	4	1	19	17
LABLEVETL	7	1	19	15
LABLIL	4	3	19	17
LABMETHB	1	4	19	19
LABOAPE	1	2	19	19
LABPCINR	7	1	19	6
LABPLTAGG	1	0	19	13
LABPLTAGG	2	0	19	13
LABPREG	1	1	19	16
LABPROTC	30	1	19	13
LABPROTS	30	1	19	15
LABREPT	1	2	19	14
LABRESPCR	1	1	19	16
LABSCMV	30	3	19	18
LABSNA	7	NULL	19	15
LAB12292R	1	NULL	19	12
LAB12292R	2	NULL	19	12
LAB12292R	4	NULL	19	12
LAB12292R	30	NULL	19	12
LAB12292R	90	NULL	19	12
LAB12586R	1	NULL	19	15
LAB12586R	2	NULL	19	15
LAB12586R	4	NULL	19	15
LAB12586R	30	NULL	19	15
LAB12586R	90	NULL	19	15
LAB12796R	1	NULL	19	8
LAB12796R	2	NULL	19	8
LAB12796R	4	NULL	19	8
LAB12796R	30	NULL	19	8
LAB12796R	90	NULL	19	8
LABC153	1	NULL	19	16
LABC153	2	NULL	19	16
LABC153	4	NULL	19	16
LABC153	30	NULL	19	16
LABC153	90	NULL	19	16
LABCDIFF	1	NULL	19	7
LABCDIFF	2	NULL	19	7
LABCDIFF	4	NULL	19	7
LABCDIFF	30	NULL	19	7
LABCDIFF	90	NULL	19	7
LABHBODY	1	NULL	19	18
LABHBODY	2	NULL	19	18
LABHBODY	4	NULL	19	18
LABHBODY	30	NULL	19	18
LABHBODY	90	NULL	19	18
LABSNA	1	NULL	19	15
LABSNA	2	NULL	19	15
LABSNA	4	NULL	19	15
LABSNA	30	NULL	19	15
